data,hora_utc,temp_hora_celsius,umidade_perc,pressao_hPa,veloc_vento_ms,dir_vento_ms,nebulosidade_decimos,insolacao_h,temp_max_Diaria_h,temp_min_diaria_h,chuva_diaria_mm,
03/04/2017,1800,27.0,47.0,924.3,1.3,27.0,6.0,,,,,
04/04/2017,0000,20.5,95.0,926.4,2.6,14.0,10.0,8.50,29.7,,,
04/04/2017,1200,21.6,75.0,927.1,1.6,18.0,2.0,,,17.8,0.0,
04/04/2017,1800,28.3,41.0,923.9,2.5,18.0,8.0,,,,,
05/04/2017,0000,21.8,83.0,925.7,1.6,18.0,0.0,9.60,30.4,,,
05/04/2017,1200,22.7,71.0,926.3,1.6,14.0,4.0,,,18.6,0.0,
05/04/2017,1800,29.7,36.0,923.0,2.5,14.0,6.0,,,,,
06/04/2017,0000,26.4,62.0,923.9,1.6,23.0,10.0,0.60,26.4,,,
06/04/2017,1200,20.4,88.0,927.3,1.6,32.0,10.0,,,19.8,5.0,
06/04/2017,1800,25.3,73.0,922.2,3.3,36.0,10.0,,,,,
07/04/2017,0000,22.6,88.0,924.3,1.1,23.0,7.0,0.00,22.6,,,
07/04/2017,1200,20.8,93.0,926.9,0.0,0.0,10.0,,,19.6,82.1,
07/04/2017,1800,22.5,98.0,925.0,0.8,14.0,10.0,,,,,
08/04/2017,0000,21.4,92.0,926.3,2.3,14.0,10.0,3.20,26.2,,,
08/04/2017,1200,22.4,87.0,928.1,2.0,14.0,10.0,,,20.2,18.0,
08/04/2017,1800,25.4,79.0,925.8,2.5,14.0,10.0,,,,,
09/04/2017,0000,21.8,83.0,928.1,3.0,14.0,10.0,6.30,27.6,,,
09/04/2017,1200,21.5,87.0,928.2,2.5,14.0,10.0,,,19.6,0.0,
09/04/2017,1800,26.3,66.0,927.2,2.5,14.0,10.0,,,,,
10/04/2017,0000,22.2,86.0,927.2,3.6,14.0,10.0,6.70,28.8,,,
10/04/2017,1200,23.2,78.0,926.8,2.5,14.0,8.0,,,20.4,0.0,
10/04/2017,1800,27.9,60.0,924.6,1.6,14.0,7.0,,,,,
11/04/2017,0000,23.0,88.0,925.3,3.0,18.0,10.0,7.90,29.6,,,
11/04/2017,1200,24.8,77.0,926.1,1.6,32.0,9.0,,,21.2,4.8,
11/04/2017,1800,28.9,53.0,923.4,2.5,32.0,10.0,,,,,
12/04/2017,0000,25.2,78.0,925.5,1.6,18.0,2.0,0.60,25.2,,,
12/04/2017,1200,19.8,87.0,927.9,2.5,14.0,10.0,,,17.6,0.0,
12/04/2017,1800,20.0,77.0,926.6,5.0,23.0,10.0,,,,,
13/04/2017,0000,18.4,85.0,928.5,2.6,23.0,10.0,0.00,20.3,,,
13/04/2017,1200,19.2,81.0,929.2,2.6,14.0,10.0,,,17.4,1.7,
13/04/2017,1800,19.5,64.0,928.2,3.3,32.0,10.0,,,,,
14/04/2017,0000,17.7,85.0,929.3,4.1,9.0,10.0,1.30,24.1,,,
14/04/2017,1200,18.4,86.0,929.5,2.6,14.0,10.0,,,16.5,0.0,
14/04/2017,1800,23.0,70.0,927.0,2.5,23.0,10.0,,,,,
15/04/2017,0000,19.4,85.0,928.7,2.0,14.0,10.0,10.00,27.6,,,
15/04/2017,1200,22.9,74.0,928.8,1.6,14.0,8.0,,,17.9,0.0,
15/04/2017,1800,27.2,55.0,927.3,3.0,18.0,8.0,,,,,
16/04/2017,0000,20.0,85.0,928.3,2.0,14.0,4.0,7.90,29.1,,,
16/04/2017,1200,20.5,83.0,926.7,2.1,9.0,8.0,,,17.3,0.0,
16/04/2017,1800,29.0,41.0,924.2,4.1,27.0,8.0,,,,,
17/04/2017,0000,24.1,62.0,925.4,2.3,14.0,0.0,0.00,24.1,,,
17/04/2017,1200,20.4,86.0,926.7,0.0,0.0,10.0,,,17.2,0.4,
17/04/2017,1800,19.5,85.0,925.9,3.3,23.0,10.0,,,,,
18/04/2017,0000,18.5,91.0,927.3,3.3,23.0,10.0,3.90,22.6,,,
18/04/2017,1200,18.7,73.0,930.0,3.3,9.0,10.0,,,16.4,0.0,
18/04/2017,1800,21.7,60.0,928.0,5.0,23.0,8.0,,,,,
19/04/2017,0000,17.0,79.0,929.7,3.3,9.0,4.0,3.20,23.0,,,
19/04/2017,1200,17.2,84.0,930.1,4.1,14.0,10.0,,,14.7,0.0,
19/04/2017,1800,22.2,50.0,926.8,4.1,14.0,10.0,,,,,
20/04/2017,0000,17.7,80.0,927.3,3.3,18.0,0.0,8.10,27.9,,,
20/04/2017,1200,18.0,75.0,927.2,3.3,14.0,10.0,,,16.0,0.0,
20/04/2017,1800,27.1,56.0,922.9,0.8,27.0,7.0,,,,,
21/04/2017,0000,22.5,74.0,923.6,3.3,23.0,0.0,0.00,24.5,,,
21/04/2017,1200,20.6,82.0,923.9,3.3,14.0,10.0,,,17.6,0.4,
21/04/2017,1800,24.5,66.0,922.3,3.3,14.0,10.0,,,,,
22/04/2017,0000,22.2,80.0,920.7,1.6,32.0,10.0,4.80,22.4,,,
22/04/2017,1200,17.6,83.0,926.0,3.6,18.0,7.0,,,15.1,16.3,
22/04/2017,1800,21.4,67.0,924.9,1.6,18.0,10.0,,,,,
23/04/2017,0000,17.4,90.0,928.1,3.3,14.0,10.0,0.60,21.0,,,
23/04/2017,1200,17.4,87.0,930.4,3.6,18.0,10.0,,,16.1,2.6,
23/04/2017,1800,21.0,73.0,927.9,3.3,18.0,10.0,,,,,
24/04/2017,0000,17.5,85.0,929.5,3.6,18.0,10.0,9.80,27.0,,,
24/04/2017,1200,18.4,73.0,929.7,3.6,14.0,4.0,,,14.9,0.0,
24/04/2017,1800,25.4,59.0,925.7,1.6,14.0,7.0,,,,,
25/04/2017,0000,19.0,91.0,926.9,3.6,23.0,10.0,9.60,28.5,,,
25/04/2017,1200,21.9,74.0,925.3,3.3,9.0,9.0,,,17.4,0.0,
25/04/2017,1800,28.4,53.0,922.2,3.3,36.0,8.0,,,,,
26/04/2017,0000,22.5,76.0,923.6,2.3,5.0,4.0,0.30,24.2,,,
26/04/2017,1200,24.2,71.0,932.2,5.8,14.0,10.0,,,17.6,0.0,
26/04/2017,1800,20.0,79.0,931.4,4.0,14.0,10.0,,,,,
27/04/2017,0000,18.9,86.0,923.1,3.6,14.0,10.0,0.00,19.9,,,
27/04/2017,1200,18.6,90.0,927.4,1.3,36.0,10.0,,,14.2,11.0,
27/04/2017,1800,16.0,91.0,927.1,2.1,18.0,10.0,,,,,
28/04/2017,0000,14.9,92.0,929.7,2.0,18.0,10.0,0.00,16.1,,,
28/04/2017,1200,14.0,92.0,931.9,3.3,18.0,10.0,,,13.6,0.2,
28/04/2017,1800,15.8,82.0,930.7,3.5,18.0,10.0,,,,,
29/04/2017,0000,13.9,94.0,931.8,2.3,18.0,10.0,0.00,19.1,,,
29/04/2017,1200,16.3,82.0,932.3,3.3,18.0,10.0,,,13.4,0.0,
29/04/2017,1800,18.7,79.0,929.4,4.0,14.0,10.0,,,,,
30/04/2017,0000,16.3,90.0,932.7,3.0,18.0,10.0,5.10,22.3,,,
30/04/2017,1200,18.2,77.0,933.3,3.3,18.0,8.0,,,15.2,0.0,
30/04/2017,1800,21.0,67.0,930.7,3.3,14.0,10.0,,,,,
01/05/2017,0000,17.3,86.0,932.5,2.5,14.0,9.0,7.70,23.8,,,
01/05/2017,1200,18.8,75.0,934.0,5.0,23.0,6.0,,,15.0,0.0,
01/05/2017,1800,23.4,53.0,930.1,2.5,14.0,7.0,,,,,
02/05/2017,0000,17.5,84.0,931.2,2.1,14.0,10.0,4.50,23.4,,,
02/05/2017,1200,17.0,87.0,925.7,3.6,14.0,10.0,,,16.1,0.0,
02/05/2017,1800,23.0,64.0,928.8,1.6,14.0,7.0,,,,,
03/05/2017,0000,18.5,86.0,929.9,1.3,18.0,0.0,7.10,24.8,,,
03/05/2017,1200,16.4,91.0,927.8,2.0,36.0,10.0,,,15.1,0.0,
03/05/2017,1800,24.8,53.0,928.2,2.0,14.0,7.0,,,,,
04/05/2017,0000,18.8,87.0,929.0,1.6,14.0,0.0,5.30,25.8,,,
04/05/2017,1200,17.8,86.0,929.5,1.6,23.0,8.0,,,14.8,0.0,
04/05/2017,1800,24.8,59.0,926.0,2.1,18.0,10.0,,,,,
05/05/2017,0000,21.3,79.0,927.0,0.8,18.0,10.0,0.60,21.8,,,
05/05/2017,1200,17.6,93.0,928.0,0.0,0.0,10.0,,,15.2,22.0,
05/05/2017,1800,19.2,86.0,926.0,1.6,14.0,10.0,,,,,
06/05/2017,0000,16.0,93.0,927.6,1.6,14.0,10.0,4.10,23.3,,,
06/05/2017,1200,17.3,88.0,928.5,1.6,18.0,10.0,,,14.7,13.2,
06/05/2017,1800,22.2,67.0,926.0,3.3,14.0,8.0,,,,,
07/05/2017,0000,18.5,88.0,928.0,2.3,27.0,10.0,4.50,21.8,,,
07/05/2017,1200,18.0,92.0,928.3,2.3,18.0,10.0,,,16.5,1.0,
07/05/2017,1800,21.5,68.0,925.1,4.1,23.0,10.0,,,,,
08/05/2017,0000,18.0,84.0,927.1,3.0,14.0,10.0,6.90,24.5,,,
08/05/2017,1200,16.5,90.0,926.1,2.3,14.0,10.0,,,14.4,0.0,
08/05/2017,1800,23.2,64.0,923.6,0.7,14.0,6.0,,,,,
09/05/2017,0000,19.1,85.0,924.5,2.5,23.0,10.0,8.90,25.5,,,
09/05/2017,1200,17.5,83.0,925.9,1.6,27.0,8.0,,,14.6,0.0,
09/05/2017,1800,25.5,44.0,924.1,2.3,32.0,3.0,,,,,
10/05/2017,0000,20.8,65.0,926.6,1.1,27.0,3.0,2.60,23.4,,,
10/05/2017,1200,19.4,66.0,928.9,1.6,14.0,6.0,,,17.2,0.0,
10/05/2017,1800,22.2,67.0,926.9,3.0,27.0,10.0,,,,,
11/05/2017,0000,18.8,82.0,928.1,2.5,18.0,10.0,4.10,21.6,,,
11/05/2017,1200,16.9,85.0,930.1,1.6,9.0,10.0,,,16.1,1.0,
11/05/2017,1800,21.1,60.0,928.4,3.0,18.0,8.0,,,,,
12/05/2017,0000,16.7,81.0,929.4,3.1,5.0,8.0,8.90,24.2,,,
12/05/2017,1200,16.1,77.0,929.9,4.1,23.0,8.0,,,13.6,0.0,
12/05/2017,1800,23.9,58.0,926.9,2.1,5.0,7.0,,,,,
13/05/2017,0000,17.6,86.0,927.5,1.6,14.0,0.0,8.60,27.2,,,
13/05/2017,1200,16.6,87.0,927.1,1.6,5.0,0.0,,,13.8,0.0,
13/05/2017,1800,27.0,46.0,923.5,5.0,32.0,6.0,,,,,
14/05/2017,0000,22.2,65.0,923.8,3.0,36.0,0.0,5.60,25.0,,,
14/05/2017,1200,20.0,77.0,922.2,2.0,32.0,10.0,,,16.1,0.0,
14/05/2017,1800,24.2,59.0,920.3,4.3,27.0,8.0,,,,,
15/05/2017,0000,21.5,79.0,921.8,2.5,27.0,6.0,7.90,23.8,,,
15/05/2017,1200,18.2,78.0,928.5,2.0,18.0,8.0,,,15.5,0.0,
15/05/2017,1800,23.2,53.0,924.7,1.6,14.0,6.0,,,,,
16/05/2017,0000,17.3,82.0,925.6,3.3,23.0,10.0,5.70,22.4,,,
16/05/2017,1200,17.5,76.0,927.8,2.8,9.0,8.0,,,15.0,0.0,
16/05/2017,1800,22.2,57.0,925.0,3.0,14.0,8.0,,,,,
17/05/2017,0000,16.8,80.0,928.2,3.3,9.0,9.0,0.60,20.8,,,
17/05/2017,1200,16.2,82.0,928.8,2.0,5.0,10.0,,,14.9,0.0,
17/05/2017,1800,20.0,68.0,925.6,2.3,14.0,10.0,,,,,
18/05/2017,0000,17.5,83.0,926.9,4.1,14.0,10.0,0.00,19.1,,,
18/05/2017,1200,17.5,81.0,927.7,4.1,5.0,10.0,,,15.7,0.0,
18/05/2017,1800,18.9,80.0,924.9,3.3,23.0,10.0,,,,,
19/05/2017,0000,16.6,96.0,925.6,3.3,9.0,10.0,0.00,17.4,,,
19/05/2017,1200,16.0,96.0,922.5,2.0,14.0,10.0,,,15.1,28.3,
19/05/2017,1800,17.3,98.0,920.6,0.7,36.0,10.0,,,,,
20/05/2017,0000,17.0,95.0,923.2,1.6,36.0,10.0,3.30,22.3,,,
20/05/2017,1200,18.0,90.0,925.3,0.0,0.0,10.0,,,15.5,31.3,
20/05/2017,1800,21.8,78.0,923.8,1.6,14.0,10.0,,,,,
21/05/2017,0000,19.2,84.0,926.0,2.5,14.0,10.0,0.00,19.5,,,
21/05/2017,1200,17.7,97.0,927.5,3.0,14.0,10.0,,,17.4,0.6,
21/05/2017,1800,19.4,94.0,924.6,0.7,14.0,10.0,,,,,
22/05/2017,0000,18.2,96.0,926.7,0.8,14.0,10.0,0.10,19.5,,,
22/05/2017,1200,18.2,97.0,928.2,2.3,23.0,10.0,,,17.0,56.0,
22/05/2017,1800,19.4,83.0,927.1,2.6,14.0,10.0,,,,,
23/05/2017,0000,17.2,91.0,927.6,3.6,14.0,7.0,7.80,22.0,,,
23/05/2017,1200,16.3,79.0,930.9,3.3,9.0,8.0,,,13.4,0.0,
23/05/2017,1800,21.6,59.0,928.2,2.0,18.0,4.0,,,,,
24/05/2017,0000,16.9,88.0,928.1,2.5,18.0,10.0,2.00,22.0,,,
24/05/2017,1200,16.5,90.0,930.8,2.0,14.0,10.0,,,14.9,0.0,
24/05/2017,1800,21.0,74.0,928.9,2.3,14.0,10.0,,,,,
25/05/2017,0000,19.2,93.0,927.9,0.0,0.0,0.0,6.50,27.0,,,
25/05/2017,1200,16.4,96.0,930.6,3.0,18.0,10.0,,,15.7,0.0,
25/05/2017,1800,26.8,54.0,927.0,3.3,27.0,4.0,,,,,
26/05/2017,0000,21.8,83.0,929.2,1.1,9.0,0.0,8.10,28.2,,,
26/05/2017,1200,18.9,88.0,929.3,1.3,9.0,2.0,,,16.1,0.0,
26/05/2017,1800,28.1,55.0,927.3,0.8,32.0,3.0,,,,,
27/05/2017,0000,23.1,84.0,928.5,0.5,14.0,0.0,1.80,24.2,,,
27/05/2017,1200,19.3,94.0,931.2,2.3,18.0,10.0,,,18.3,0.0,
27/05/2017,1800,24.0,65.0,929.0,3.0,18.0,10.0,,,,,
28/05/2017,0000,19.9,83.0,930.2,2.5,18.0,10.0,0.00,21.8,,,
28/05/2017,1200,19.6,87.0,931.4,1.6,14.0,10.0,,,18.3,0.0,
28/05/2017,1800,21.0,81.0,929.4,1.6,18.0,10.0,,,,,
29/05/2017,0000,18.5,92.0,930.0,1.3,36.0,0.0,6.70,25.2,,,
29/05/2017,1200,16.5,90.0,930.7,0.7,18.0,10.0,,,14.9,0.0,
29/05/2017,1800,25.2,53.0,926.4,3.3,14.0,7.0,,,,,
30/05/2017,0000,21.0,77.0,928.6,1.3,5.0,0.0,0.00,21.1,,,
30/05/2017,1200,19.0,91.0,930.0,2.0,18.0,10.0,,,16.1,0.0,
30/05/2017,1800,20.0,84.0,928.6,3.0,18.0,10.0,,,,,
31/05/2017,0000,18.0,88.0,929.0,1.6,18.0,10.0,7.00,25.0,,,
31/05/2017,1200,18.8,83.0,927.2,1.6,9.0,8.0,,,16.9,0.0,
31/05/2017,1800,24.6,46.0,923.8,3.3,36.0,7.0,,,,,
01/06/2017,0000,20.4,69.0,927.9,1.6,14.0,4.0,2.00,20.7,,,
01/06/2017,1200,20.5,66.0,924.9,4.1,18.0,10.0,,,17.3,0.0,
01/06/2017,1800,17.0,93.0,924.6,4.6,14.0,10.0,,,,,
02/06/2017,0000,17.6,81.0,927.8,3.3,14.0,10.0,8.60,21.2,,,
02/06/2017,1200,14.7,72.0,929.5,2.3,36.0,1.0,,,12.0,0.0,
02/06/2017,1800,21.0,47.0,928.2,2.0,36.0,2.0,,,,,
03/06/2017,0000,15.3,83.0,930.3,2.5,9.0,10.0,8.50,24.0,,,
03/06/2017,1200,15.9,76.0,928.0,4.6,36.0,4.0,,,12.9,0.0,
03/06/2017,1800,22.6,60.0,927.3,1.3,5.0,4.0,,,,,
04/06/2017,0000,17.0,89.0,928.9,1.6,36.0,2.0,7.70,28.2,,,
04/06/2017,1200,16.2,87.0,929.2,1.6,36.0,9.0,,,13.6,0.0,
04/06/2017,1800,28.1,49.0,924.1,2.0,32.0,2.0,,,,,
05/06/2017,0000,22.2,77.0,926.2,1.6,36.0,0.0,0.00,22.4,,,
05/06/2017,1200,19.4,85.0,928.0,1.6,14.0,10.0,,,17.8,0.0,
05/06/2017,1800,19.2,89.0,926.1,1.6,14.0,10.0,,,,,
06/06/2017,0000,18.0,96.0,927.9,1.1,14.0,10.0,0.00,22.8,,,
06/06/2017,1200,18.6,96.0,928.2,2.5,36.0,10.0,,,17.7,58.8,
06/06/2017,1800,22.3,78.0,925.4,2.3,36.0,10.0,,,,,
07/06/2017,0000,19.3,96.0,926.4,1.3,36.0,4.0,5.50,27.2,,,
07/06/2017,1200,19.5,84.0,927.2,2.3,18.0,10.0,,,17.3,25.3,
07/06/2017,1800,26.8,80.0,923.7,2.3,5.0,4.0,,,,,
08/06/2017,0000,22.4,87.0,924.5,1.1,5.0,0.0,3.20,27.4,,,
08/06/2017,1200,22.1,57.0,924.9,1.6,5.0,10.0,,,17.8,0.0,
08/06/2017,1800,27.2,47.0,921.6,4.1,32.0,9.0,,,,,
09/06/2017,0000,23.0,63.0,923.6,3.3,36.0,6.0,0.70,23.2,,,
09/06/2017,1200,19.8,70.0,924.7,3.3,5.0,10.0,,,15.2,0.0,
09/06/2017,1800,21.2,66.0,923.5,5.8,32.0,10.0,,,,,
10/06/2017,0000,15.5,69.0,926.9,5.3,32.0,10.0,8.40,19.6,,,
10/06/2017,1200,13.3,69.0,928.3,1.1,18.0,3.0,,,10.9,0.0,
10/06/2017,1800,19.2,48.0,926.4,3.5,18.0,0.0,,,,,
11/06/2017,0000,14.2,68.0,928.2,1.1,18.0,0.0,8.50,21.8,,,
11/06/2017,1200,11.6,73.0,927.8,1.1,18.0,0.0,,,8.9,0.0,
11/06/2017,1800,20.4,56.0,926.7,0.0,0.0,0.0,,,,,
12/06/2017,0000,15.6,77.0,928.0,2.0,5.0,0.0,2.70,21.5,,,
12/06/2017,1200,14.0,81.0,928.7,1.6,5.0,10.0,,,11.5,0.0,
12/06/2017,1800,21.2,58.0,927.0,2.0,5.0,10.0,,,,,
13/06/2017,0000,17.5,74.0,928.4,1.1,14.0,3.0,0.00,17.9,,,
13/06/2017,1200,14.8,94.0,930.2,1.6,5.0,10.0,,,13.6,4.6,
13/06/2017,1800,17.4,95.0,928.5,2.0,27.0,10.0,,,,,
14/06/2017,0000,15.4,96.0,930.5,0.7,27.0,10.0,1.20,20.4,,,
14/06/2017,1200,15.4,94.0,932.4,0.0,0.0,10.0,,,14.3,13.2,
14/06/2017,1800,20.2,70.0,932.1,3.3,14.0,6.0,,,,,
15/06/2017,0000,15.5,89.0,932.7,2.0,14.0,10.0,4.00,21.0,,,
15/06/2017,1200,16.3,85.0,934.3,3.0,14.0,10.0,,,14.6,0.0,
15/06/2017,1800,20.8,68.0,930.8,2.5,18.0,8.0,,,,,
16/06/2017,0000,17.0,88.0,932.2,1.6,23.0,10.0,7.00,23.3,,,
16/06/2017,1200,15.6,85.0,932.1,3.0,32.0,8.0,,,14.0,0.0,
16/06/2017,1800,22.4,61.0,928.5,1.6,36.0,8.0,,,,,
17/06/2017,0000,17.9,82.0,928.8,1.0,36.0,4.0,6.70,24.8,,,
17/06/2017,1200,16.1,85.0,929.6,1.6,9.0,8.0,,,12.9,0.0,
17/06/2017,1800,24.5,48.0,926.2,3.3,32.0,5.0,,,,,
18/06/2017,0000,18.8,70.0,927.1,1.6,14.0,0.0,6.90,24.6,,,
18/06/2017,1200,18.0,78.0,929.4,0.7,5.0,8.0,,,13.8,0.0,
18/06/2017,1800,23.4,45.0,926.7,4.6,32.0,8.0,,,,,
19/06/2017,0000,20.1,68.0,927.6,1.6,32.0,4.0,5.90,24.8,,,
19/06/2017,1200,19.2,68.0,927.9,0.0,0.0,0.0,,,15.3,0.0,
19/06/2017,1800,22.5,65.0,927.2,3.6,14.0,7.0,,,,,
20/06/2017,0000,17.4,85.0,929.5,3.3,14.0,10.0,0.00,17.6,,,
20/06/2017,1200,15.6,88.0,932.6,3.5,14.0,10.0,,,14.0,0.0,
20/06/2017,1800,16.0,88.0,931.4,2.8,14.0,10.0,,,,,
21/06/2017,0000,14.5,93.0,933.5,2.1,18.0,10.0,1.90,19.8,,,
21/06/2017,1200,15.0,97.0,934.7,3.3,18.0,10.0,,,14.0,1.0,
21/06/2017,1800,19.8,72.0,933.0,3.5,14.0,10.0,,,,,
22/06/2017,0000,16.6,88.0,934.3,3.6,14.0,10.0,8.20,22.4,,,
22/06/2017,1200,16.8,81.0,934.2,3.3,9.0,8.0,,,14.5,0.0,
22/06/2017,1800,22.2,57.0,930.6,5.0,23.0,5.0,,,,,
23/06/2017,0000,18.0,80.0,931.9,2.1,14.0,0.0,7.70,22.8,,,
23/06/2017,1200,16.2,85.0,934.9,3.6,5.0,10.0,,,14.1,0.0,
23/06/2017,1800,22.8,51.0,931.9,2.6,5.0,3.0,,,,,
24/06/2017,0000,16.6,88.0,933.2,1.6,14.0,2.0,8.50,21.9,,,
24/06/2017,1200,17.2,82.0,935.3,3.6,14.0,0.0,,,14.5,0.0,
24/06/2017,1800,21.9,59.0,932.8,3.0,18.0,4.0,,,,,
25/06/2017,0000,17.2,90.0,934.0,2.1,14.0,10.0,8.40,21.7,,,
25/06/2017,1200,17.5,73.0,935.4,1.6,18.0,4.0,,,14.9,0.0,
25/06/2017,1800,21.3,48.0,932.4,3.6,14.0,1.0,,,,,
26/06/2017,0000,16.1,84.0,934.3,3.3,18.0,10.0,8.30,22.3,,,
26/06/2017,1200,15.2,81.0,935.0,3.3,14.0,4.0,,,12.7,0.0,
26/06/2017,1800,22.0,53.0,931.2,1.6,18.0,3.0,,,,,
27/06/2017,0000,17.0,86.0,934.1,1.6,14.0,6.0,7.10,23.5,,,
27/06/2017,1200,14.4,93.0,933.3,0.8,32.0,10.0,,,13.5,0.0,
27/06/2017,1800,23.4,46.0,931.4,1.6,32.0,2.0,,,,,
28/06/2017,0000,17.4,56.0,932.6,2.1,9.0,0.0,7.90,25.0,,,
28/06/2017,1200,17.4,79.0,933.6,1.6,14.0,2.0,,,13.0,0.0,
28/06/2017,1800,24.4,55.0,931.0,1.3,14.0,7.0,,,,,
29/06/2017,0000,20.0,72.0,932.0,0.8,18.0,10.0,8.30,25.2,,,
29/06/2017,1200,18.2,82.0,932.4,2.3,14.0,3.0,,,14.4,0.0,
29/06/2017,1800,24.6,39.0,929.5,1.1,27.0,5.0,,,,,
30/06/2017,0000,19.4,68.0,930.8,0.8,9.0,0.0,7.10,24.8,,,
30/06/2017,1200,17.5,73.0,932.1,1.3,5.0,10.0,,,13.9,0.0,
30/06/2017,1800,23.6,49.0,929.1,3.6,36.0,6.0,,,,,
01/07/2017,0000,21.0,58.0,930.9,1.6,32.0,8.0,0.20,21.3,,,
01/07/2017,1200,17.4,85.0,933.3,1.3,14.0,10.0,,,14.7,0.0,
01/07/2017,1800,17.8,81.0,932.1,3.3,18.0,10.0,,,,,
02/07/2017,0000,15.0,91.0,934.0,1.6,18.0,10.0,0.20,16.7,,,
